Sl,Station_Names,Year,Month,Max_Temp,Temperature,Min_Temp,Rainfall,Flood Occurrence
3536,Chittagong (IAP-Patenga),2010,9,33.2,29.4,25.5,116,
3537,Chittagong (IAP-Patenga),2010,10,35,30.25,24.9,294,
3538,Chittagong (IAP-Patenga),2010,11,32.4,28.65,21.3,38,
3539,Chittagong (IAP-Patenga),2010,12,30,25.65,16.2,19,
3540,Chittagong (IAP-Patenga),2011,1,30.2,23.2,13.3,0,
3541,Chittagong (IAP-Patenga),2011,2,33,23.15,16.8,0,
3542,Chittagong (IAP-Patenga),2011,3,33.5,25.15,20.2,35,
3543,Chittagong (IAP-Patenga),2011,4,33.6,26.9,23.9,133,
3544,Chittagong (IAP-Patenga),2011,5,33.7,28.8,24.7,276,
3545,Chittagong (IAP-Patenga),2011,6,34.4,29.55,25.5,481,
3546,Chittagong (IAP-Patenga),2011,7,33.2,29.35,25.5,562,1
3547,Chittagong (IAP-Patenga),2011,8,34,29.75,25.1,806,1
3548,Chittagong (IAP-Patenga),2011,9,33.4,29.25,25.1,762,1
3549,Chittagong (IAP-Patenga),2011,10,33.4,29.25,24.4,46,
3550,Chittagong (IAP-Patenga),2011,11,31,27.7,19.2,0,
3551,Chittagong (IAP-Patenga),2011,12,30.2,24.7,16.1,0,
3552,Chittagong (IAP-Patenga),2012,1,28,22.05,15.4,0,
3553,Chittagong (IAP-Patenga),2012,2,33.3,24.35,16.4,0,
3554,Chittagong (IAP-Patenga),2012,3,34.3,25.35,21.9,30,
3555,Chittagong (IAP-Patenga),2012,4,34.5,28.2,23.8,192,
3556,Chittagong (IAP-Patenga),2012,5,34.5,29.15,25.4,188,
3557,Chittagong (IAP-Patenga),2012,6,34.8,30.1,25.5,1337,1
3558,Chittagong (IAP-Patenga),2012,7,33.5,29.5,25.5,788,1
3559,Chittagong (IAP-Patenga),2012,8,33.5,29.5,25.7,299,
3560,Chittagong (IAP-Patenga),2012,9,33.2,29.45,25.8,170,
3561,Chittagong (IAP-Patenga),2012,10,33.2,29.5,24.2,636,1
3562,Chittagong (IAP-Patenga),2012,11,32,28.1,20.6,3,
3563,Chittagong (IAP-Patenga),2012,12,28.2,24.4,14.5,0,
3564,Chittagong (IAP-Patenga),2013,1,30,22.25,12.7,0,
3565,Chittagong (IAP-Patenga),2013,2,32.5,22.6,16.9,0,
3566,Chittagong (IAP-Patenga),2013,3,33.3,25.1,20.9,3,
3567,Chittagong (IAP-Patenga),2013,4,33.6,27.25,24.4,58,
3568,Chittagong (IAP-Patenga),2013,5,33.6,29,24.5,773,1
3569,Chittagong (IAP-Patenga),2013,6,34.5,29.5,26.1,513,
3570,Chittagong (IAP-Patenga),2013,7,36.5,31.3,26,405,1
3571,Chittagong (IAP-Patenga),2013,8,31.8,28.9,25.7,267,
3572,Chittagong (IAP-Patenga),2013,9,33.8,29.75,25.8,173,
3573,Chittagong (IAP-Patenga),2013,10,33,29.4,24.5,369,1
3574,Chittagong (IAP-Patenga),2013,11,30.2,27.35,20.1,0,
3575,Chittagong (IAP-Patenga),2013,12,28.2,24.15,16.2,0,
3576,Comilla,1948,1,29.9,23.05,13.3,0,
3577,Comilla,1948,2,32.4,22.85,16,194,
3578,Comilla,1948,3,36.1,26.05,18.9,43,
3579,Comilla,1948,4,36.5,27.7,21.7,293,
3580,Comilla,1948,5,35.2,28.45,24.3,240,
3581,Comilla,1948,6,34.3,29.3,25.4,619,1
3582,Comilla,1948,7,33.9,29.65,25.5,1045,1
3583,Comilla,1948,8,33.2,29.35,25.3,347,
3584,Comilla,1948,9,33.9,29.6,24.9,388,1
3585,Comilla,1948,10,33.8,29.35,22.6,219,
3586,Comilla,1948,11,31.1,26.85,18.6,14,
3587,Comilla,1948,12,28.8,23.7,13.2,0,
3588,Comilla,1949,1,29.2,21.2,12.3,0,
3589,Comilla,1949,2,33.5,22.9,14.8,0,
3590,Comilla,1949,3,36.9,25.85,20.7,112,
3591,Comilla,1949,4,34.3,27.5,22,494,1
3592,Comilla,1949,5,34.4,28.2,24.3,665,1
3593,Comilla,1949,6,33.3,28.8,26.1,884,1
3594,Comilla,1949,7,33.3,29.7,25.4,747,1
3595,Comilla,1949,8,33.6,29.5,25.5,661,1
3596,Comilla,1949,9,35.8,30.65,25.4,294,
3597,Comilla,1949,10,34.2,29.8,24.4,148,
3598,Comilla,1949,11,32.2,28.3,17.4,0,
3599,Comilla,1949,12,30.1,23.75,11,0,
3600,Comilla,1950,1,29.4,20.2,12.5,0,
3601,Comilla,1950,2,31.6,22.05,14.1,19,
3602,Comilla,1950,3,35.6,24.85,18.9,26,
3603,Comilla,1950,4,37.4,28.15,23.4,28,
3604,Comilla,1950,5,36.7,30.05,25,257,
3605,Comilla,1950,6,33,29,25.7,426,1
3606,Comilla,1950,7,33.6,29.65,25.2,266,
3607,Comilla,1950,8,31.9,28.55,24.8,530,1
3608,Comilla,1950,9,33.3,29.05,26.1,183,
3609,Comilla,1950,10,32.1,29.1,23.9,297,
3610,Comilla,1950,11,29.9,26.9,18.4,258,
3611,Comilla,1950,12,28.6,23.5,13.3,0,
3612,Comilla,1951,1,27.2,20.25,12.5,0,
3613,Comilla,1951,2,31.7,22.1,14.2,0,
3614,Comilla,1951,3,35.2,24.7,20.7,23,
3615,Comilla,1951,4,36.7,28.7,22.7,212,
3616,Comilla,1951,5,33.4,28.05,23.9,200,
3617,Comilla,1951,6,32.8,28.35,25.5,539,1
3618,Comilla,1951,7,32.3,28.9,24.9,857,1
3619,Comilla,1951,8,33.3,29.1,25.6,596,1
3620,Comilla,1951,9,32.7,29.15,25.5,401,1
3621,Comilla,1951,10,32.2,28.85,24.3,427,1
3622,Comilla,1951,11,30.5,27.4,19.2,55,
3623,Comilla,1951,12,27.9,23.55,15,0,
3624,Comilla,1952,1,27.6,21.3,13.5,10,
3625,Comilla,1952,2,33.8,23.65,14.6,0,
3626,Comilla,1952,3,32.3,23.45,18.4,18,
3627,Comilla,1952,4,37.5,27.95,22.8,471,
3628,Comilla,1952,5,33.4,28.1,24.9,541,1
3629,Comilla,1952,6,34.4,29.65,25.7,899,1
3630,Comilla,1952,7,32.7,29.2,25.3,644,1
3631,Comilla,1952,8,34.4,29.85,25.5,419,1
3632,Comilla,1952,9,31.8,28.65,25.2,570,1
3633,Comilla,1952,10,33.1,29.15,24.4,422,1
3634,Comilla,1952,11,32.2,28.3,19.6,133,
3635,Comilla,1952,12,26.7,23.15,13.8,0,
3636,Comilla,1953,1,26.1,19.95,12,2,
3637,Comilla,1953,2,32.8,22.4,15.7,2,
3638,Comilla,1953,3,35.6,25.65,21.9,29,
3639,Comilla,1953,4,34.4,28.15,23.6,20,
3640,Comilla,1953,5,36.7,30.15,24.2,225,
3641,Comilla,1953,6,34.4,29.3,24.9,661,1
3642,Comilla,1953,7,34.4,29.65,25.5,612,1
3643,Comilla,1953,8,34,29.75,25.6,370,
3644,Comilla,1953,9,33.9,29.75,25.5,493,1
3645,Comilla,1953,10,32.3,28.9,23.5,147,
3646,Comilla,1953,11,30.2,26.85,16.1,0,
3647,Comilla,1953,12,32.2,24.15,18,42,
3648,Comilla,1954,1,28.8,23.4,12,6,
3649,Comilla,1954,2,33.8,22.9,17.3,44,
3650,Comilla,1954,3,36.6,26.95,19.3,70,
3651,Comilla,1954,4,36.7,28,24.6,153,
3652,Comilla,1954,5,36.4,30.5,25.3,204,
3653,Comilla,1954,6,34.6,29.95,24.6,979,1
3654,Comilla,1954,7,33.1,28.85,23.9,389,1
3655,Comilla,1954,8,34.4,29.15,24.5,376,1
3656,Comilla,1954,9,35.5,30,25.3,264,
3657,Comilla,1954,10,33.8,29.55,22.8,246,
3658,Comilla,1954,11,34.3,28.55,17.3,0,
3659,Comilla,1954,12,29.4,23.35,14.5,0,
3660,Comilla,1955,1,26.3,20.4,12.2,0,
3661,Comilla,1955,2,29.5,20.85,15,0,
3662,Comilla,1955,3,32.3,23.65,19.6,88,
3663,Comilla,1955,4,33.2,26.4,22.9,69,
3664,Comilla,1955,5,33.2,28.05,24.4,302,
3665,Comilla,1955,6,32.2,28.3,25.3,270,
3666,Comilla,1955,7,31.3,28.3,25.3,663,1
3667,Comilla,1955,8,31.8,28.55,25.3,329,1
3668,Comilla,1955,9,32.4,28.85,25.2,246,
3669,Comilla,1955,10,32,28.6,23.5,55,
3670,Comilla,1955,11,30.5,27,18.6,148,
3671,Comilla,1955,12,27.8,23.2,13.5,0,
3672,Comilla,1956,1,29.4,21.45,12.1,8,
3673,Comilla,1956,2,33.9,23,12.7,3,
3674,Comilla,1956,3,35.4,24.05,20.4,74,
3675,Comilla,1956,4,37.7,29.05,22.6,94,
3676,Comilla,1956,5,34.9,28.75,24.8,227,
3677,Comilla,1956,6,33.8,29.3,24.8,703,1
3678,Comilla,1956,7,33.7,29.25,25,423,1
3679,Comilla,1956,8,34.6,29.8,25.1,387,
3680,Comilla,1956,9,35.9,30.5,24.5,444,1
3681,Comilla,1956,10,34.6,29.55,23.6,141,
3682,Comilla,1956,11,32.1,27.85,18.8,23,
3683,Comilla,1956,12,29.4,24.1,13.1,0,
3684,Comilla,1957,1,28.9,21,12.8,52,
3685,Comilla,1957,2,31.1,21.95,14.1,57,
3686,Comilla,1957,3,36.1,25.1,17.4,8,
3687,Comilla,1957,4,36.7,27.05,23.2,69,
3688,Comilla,1957,5,36.7,29.95,25.1,125,
3689,Comilla,1957,6,34.6,29.85,24.8,374,1
3690,Comilla,1957,7,33.3,29.05,25.5,384,1
3691,Comilla,1957,8,35,30.25,25.4,154,
3692,Comilla,1957,9,34.5,29.95,25.3,366,1
3693,Comilla,1957,10,33.7,29.5,22.5,42,
3694,Comilla,1957,11,30.6,26.55,16.4,0,
3695,Comilla,1957,12,29.2,22.8,12.9,1,
3696,Comilla,1958,1,30.9,21.9,13.2,3,
3697,Comilla,1958,2,31,22.1,14.6,91,
3698,Comilla,1958,3,37.6,26.1,19,44,
3699,Comilla,1958,4,37.1,28.05,23.9,118,
3700,Comilla,1958,5,35.9,29.9,25.6,240,
3701,Comilla,1958,6,35.9,30.75,25.8,233,
3702,Comilla,1958,7,34.4,30.1,25.6,251,
3703,Comilla,1958,8,33.9,29.75,25.5,373,1
3704,Comilla,1958,9,34.9,30.2,25.4,239,
3705,Comilla,1958,10,35,30.2,24.1,255,
3706,Comilla,1958,11,32.2,28.15,19.4,5,
3707,Comilla,1958,12,30,24.7,14.2,0,
3708,Comilla,1959,1,28.9,21.55,13,37,
3709,Comilla,1959,2,29.4,21.2,14,66,
3710,Comilla,1959,3,36.1,25.05,19.2,153,
3711,Comilla,1959,4,36.7,27.95,23.7,108,
3712,Comilla,1959,5,34.6,29.15,24.3,270,
3713,Comilla,1959,6,37.1,30.7,25.6,336,
3714,Comilla,1959,7,33.9,29.75,25.5,396,1
3715,Comilla,1959,8,35.6,30.55,25.2,581,1
3716,Comilla,1959,9,34.4,29.8,24.9,207,
3717,Comilla,1959,10,36.7,30.8,23.5,311,1
3718,Comilla,1959,11,32.8,28.15,17.4,0,
3719,Comilla,1959,12,30.6,24,13.7,0,
3720,Comilla,1960,1,37.5,25.6,11,0,
3721,Comilla,1960,2,33.9,22.45,14.6,0,
3722,Comilla,1960,3,35.6,25.1,18,35,
3723,Comilla,1960,4,36.8,27.4,24.2,38,
3724,Comilla,1960,5,37.5,30.85,25.8,353,
3725,Comilla,1960,6,35,30.4,25.8,373,1
3726,Comilla,1960,7,34.4,30.1,25.2,591,1
3727,Comilla,1960,8,34.4,29.8,25.6,334,
3728,Comilla,1960,9,34.4,30,24.3,454,1
3729,Comilla,1960,10,34.4,29.35,23.6,153,
3730,Comilla,1960,11,30,26.8,18.1,62,
3731,Comilla,1960,12,32.2,25.15,14.4,0,
3732,Comilla,1961,1,30,22.2,13.3,1,
3733,Comilla,1961,2,32.8,23.05,14,12,
3734,Comilla,1961,3,35,24.5,22.3,21,
3735,Comilla,1961,4,37.2,29.75,23.7,116,
3736,Comilla,1961,5,37.2,30.45,25,182,
3737,Comilla,1961,6,36.1,30.55,25.2,639,1
3738,Comilla,1961,7,34.4,29.8,25.4,382,1
3739,Comilla,1961,8,33.9,29.65,25.5,577,1
3740,Comilla,1961,9,35,30.25,24.7,114,
3741,Comilla,1961,10,33.3,29,23.6,134,
3742,Comilla,1961,11,31.1,27.35,17.1,0,
3743,Comilla,1961,12,28.3,22.7,11.3,0,
3744,Comilla,1962,1,28.9,20.1,9.9,12,
3745,Comilla,1962,2,32.8,21.35,14.6,12,
3746,Comilla,1962,3,36.9,25.75,18,5,
3747,Comilla,1962,4,36.9,27.45,23.5,189,
3748,Comilla,1962,5,36.1,29.8,24,237,
3749,Comilla,1962,6,34.4,29.2,23.9,446,1
3750,Comilla,1962,7,36.7,30.3,24.8,456,1
3751,Comilla,1962,8,33.5,29.15,23,230,
3752,Comilla,1962,9,35.6,29.3,25.2,98,
3753,Comilla,1962,10,33.3,29.25,23,231,
3754,Comilla,1962,11,31.1,27.05,17.5,0,
3755,Comilla,1962,12,28.9,23.2,13,0,
3756,Comilla,1963,1,26.3,19.65,12.2,1,
3757,Comilla,1963,2,29.5,20.85,15,11,
3758,Comilla,1963,3,32.3,23.65,19.6,41,
3759,Comilla,1963,4,33.2,26.4,22.9,135,
3760,Comilla,1963,5,33.2,28.05,24.4,277,
3761,Comilla,1963,6,32.2,28.3,25.3,414,1
3762,Comilla,1963,7,31.3,28.3,25.3,447,1
3763,Comilla,1963,8,31.8,28.55,25.3,349,1
3764,Comilla,1963,9,32.4,28.85,25.2,252,
3765,Comilla,1963,10,32,28.6,23.5,161,
3766,Comilla,1963,11,30.5,27,18.6,33,
3767,Comilla,1963,12,27.8,23.2,13.5,2,
3768,Comilla,1964,1,28.9,21.2,12,20,
3769,Comilla,1964,2,33.3,22.65,15.5,30,
3770,Comilla,1964,3,36.7,26.1,21.1,29,
3771,Comilla,1964,4,34.4,27.75,23,121,
3772,Comilla,1964,5,35.6,29.3,23.6,343,
3773,Comilla,1964,6,33.3,28.45,24.2,544,1
3774,Comilla,1964,7,33.9,29.05,24.1,816,1
3775,Comilla,1964,8,34.7,29.4,25.1,540,1
3776,Comilla,1964,9,35.6,30.35,25.3,428,1
3777,Comilla,1964,10,33.9,29.6,24.1,533,1
3778,Comilla,1964,11,32.2,28.15,19.4,28,
3779,Comilla,1964,12,29.4,24.4,14.1,0,
3780,Comilla,1965,1,28.9,21.5,12.2,0,
3781,Comilla,1965,2,31.1,21.65,13.6,0,
3782,Comilla,1965,3,35,24.3,17.9,14,
3783,Comilla,1965,4,36.7,27.3,22.8,0,
3784,Comilla,1965,5,35.6,29.2,24.9,53,
3785,Comilla,1965,6,35,29.95,24.6,717,1
3786,Comilla,1965,7,33.9,29.25,24.7,595,1
3787,Comilla,1965,8,35,29.85,24.9,810,1
3788,Comilla,1965,9,33.7,29.3,25.3,329,
3789,Comilla,1965,10,33.3,29.3,23.6,49,
3790,Comilla,1965,11,31.9,27.75,18.6,99,
3791,Comilla,1965,12,29.4,24,15.2,14,
3792,Comilla,1966,1,27.8,21.5,13.8,14,
3793,Comilla,1966,2,33.9,23.85,16.1,0,
3794,Comilla,1966,3,36.7,26.4,19.3,29,
3795,Comilla,1966,4,36.7,28,23.6,44,
3796,Comilla,1966,5,37.2,30.4,25,127,
3797,Comilla,1966,6,35,30,24.9,641,1
3798,Comilla,1966,7,33.9,29.4,25.3,315,
3799,Comilla,1966,8,33.3,29.3,25.5,347,1
3800,Comilla,1966,9,33.3,29.4,24.9,540,1
3801,Comilla,1966,10,34.4,29.65,22.5,348,
3802,Comilla,1966,11,30.6,26.55,19.7,28,
3803,Comilla,1966,12,27.8,23.75,14.2,58,
3804,Comilla,1967,1,26.5,20.35,12.3,1,
3805,Comilla,1967,2,32.8,22.55,16.7,0,
3806,Comilla,1967,3,32.3,24.5,19.2,132,
3807,Comilla,1967,4,36.7,27.95,21.9,191,
3808,Comilla,1967,5,35,28.45,24.6,186,
3809,Comilla,1967,6,34.4,29.5,25.3,223,
3810,Comilla,1967,7,34.4,29.85,25.2,405,1
3811,Comilla,1967,8,33.9,29.55,24.9,295,
3812,Comilla,1967,9,33.3,29.1,24.7,443,1
3813,Comilla,1967,10,32.8,28.75,22.6,272,
3814,Comilla,1967,11,30.6,26.6,16.1,2,
3815,Comilla,1967,12,28.3,22.2,13.5,0,
3816,Comilla,1968,1,28.3,20.9,11.9,0,
3817,Comilla,1968,2,30,20.95,14,0,
3818,Comilla,1968,3,35.6,24.8,19.3,45,
3819,Comilla,1968,4,36.1,27.7,21.9,197,
3820,Comilla,1968,5,36.1,29,24.1,418,
3821,Comilla,1968,6,35,29.55,24.9,524,1
3822,Comilla,1968,7,35,29.95,25.7,498,1
3823,Comilla,1968,8,32.8,29.25,25.5,442,1
3824,Comilla,1968,9,33.8,29.65,25.6,185,
3825,Comilla,1968,10,35.6,30.6,23.1,88,
3826,Comilla,1968,11,32.2,27.65,18.8,10,
3827,Comilla,1968,12,27.7,23.25,13.7,9,
3828,Comilla,1969,1,28.3,21,10.1,0,
3829,Comilla,1969,2,33.3,21.7,13.6,0,
3830,Comilla,1969,3,36.1,24.85,20.3,57,
3831,Comilla,1969,4,36.7,28.5,22.9,237,
3832,Comilla,1969,5,36.7,29.8,24.4,41,
3833,Comilla,1969,6,33.9,29.15,24.8,782,1
3834,Comilla,1969,7,34.4,29.6,24.8,559,1
3835,Comilla,1969,8,33.9,29.35,24.8,644,1
3836,Comilla,1969,9,35,29.9,24.8,366,
3837,Comilla,1969,10,34.4,29.6,23.6,26,
3838,Comilla,1969,11,36.7,30.15,21,27,
3839,Comilla,1969,12,29.4,25.2,16.5,0,
3840,Comilla,1970,1,27.8,22.15,14.7,20,
3841,Comilla,1970,2,31.7,23.2,15.6,9,
3842,Comilla,1970,3,36.7,26.15,20.2,63,
3843,Comilla,1970,4,35.2,27.7,23.9,134,
3844,Comilla,1970,5,36.1,30,25.8,187,
3845,Comilla,1970,6,34.4,30.1,26,129,
3846,Comilla,1970,7,35,30.5,26,546,1
3847,Comilla,1970,8,33.9,29.95,25.9,240,
3848,Comilla,1970,9,35.6,30.75,26,37,
3849,Comilla,1970,10,33.9,29.95,24.1,284,
3850,Comilla,1970,11,32.8,28.45,20.8,74,
3851,Comilla,1970,12,27.7,24.25,13.7,9,
3852,Comilla,1971,1,28.9,21.3,12.8,5,
3853,Comilla,1971,2,31.7,22.25,14.1,10,
3854,Comilla,1971,3,36.1,25.1,18.1,26,
3855,Comilla,1971,4,33.2,25.65,22.9,135,
3856,Comilla,1971,5,35,28.95,24.3,222,
3857,Comilla,1971,6,34.3,29.3,25.1,219,
3858,Comilla,1971,7,33.3,29.2,24.9,291,
3859,Comilla,1971,8,32.2,28.55,24.4,307,
3860,Comilla,1971,9,37.8,31.1,25.1,240,
3861,Comilla,1971,10,33.3,29.2,23.9,166,
3862,Comilla,1971,11,31.7,27.8,17.7,57,
3863,Comilla,1971,12,27.8,22.75,13.5,2,
3864,Comilla,1972,1,26.3,19.9,12.2,0,
3865,Comilla,1972,2,29.7,20.95,15.1,0,
3866,Comilla,1972,3,36.2,25.65,20.6,15,
3867,Comilla,1972,4,35.3,27.95,23.7,117,
3868,Comilla,1972,5,35.2,29.45,26.2,252,
3869,Comilla,1972,6,37.8,32,25.6,369,1
3870,Comilla,1972,7,35.6,30.6,26.4,206,
3871,Comilla,1972,8,34.2,30.3,25.2,385,1
3872,Comilla,1972,9,35.3,30.25,26,69,
3873,Comilla,1972,10,34.4,30.2,24.4,57,
3874,Comilla,1972,11,33.3,28.85,19.4,1,
3875,Comilla,1972,12,31.7,25.55,12.4,0,
3876,Comilla,1973,1,31.7,22.05,11.8,10,
3877,Comilla,1973,2,32.8,22.3,16,30,
3878,Comilla,1973,3,36.5,26.25,17.9,53,
3879,Comilla,1973,4,35.6,26.75,23.6,72,
3880,Comilla,1973,5,34.4,29,23.9,445,1
3881,Comilla,1973,6,34.7,29.3,25.1,489,1
3882,Comilla,1973,7,35,30.05,25.5,332,
3883,Comilla,1973,8,33.6,29.55,24.9,138,
3884,Comilla,1973,9,33.9,29.4,24.6,127,
3885,Comilla,1973,10,33.9,29.25,23.6,198,
3886,Comilla,1973,11,31.7,27.65,19.1,160,
3887,Comilla,1973,12,27.8,23.45,14.2,0,
3888,Comilla,1974,1,26.7,20.45,11.9,0,
3889,Comilla,1974,2,32.2,22.05,13.3,0,
3890,Comilla,1974,3,35.3,24.3,19.7,84,
3891,Comilla,1974,4,34.4,27.05,22.9,234,
3892,Comilla,1974,5,37.5,30.2,24,203,
3893,Comilla,1974,6,33.9,28.95,24.8,488,1
3894,Comilla,1974,7,31.1,27.95,24.9,763,1
3895,Comilla,1974,8,33.1,29,25.4,271,
3896,Comilla,1974,9,33.3,29.35,24.9,442,1
3897,Comilla,1974,10,34.2,29.55,24.8,150,
3898,Comilla,1974,11,32.8,28.8,21.2,65,
3899,Comilla,1974,12,27,24.1,14.3,0,
3900,Comilla,1975,1,27.5,20.9,12.2,0,
3901,Comilla,1975,2,31.9,22.05,15.3,43,
3902,Comilla,1975,3,36.1,25.7,20,6,
3903,Comilla,1975,4,37.2,28.6,23.5,84,
3904,Comilla,1975,5,35,29.25,24.9,194,
3905,Comilla,1975,6,33.9,29.4,24.8,259,
3906,Comilla,1975,7,31.7,28.25,24.8,516,1
3907,Comilla,1975,8,34.4,29.6,25.4,143,
3908,Comilla,1975,9,33.9,29.65,25.2,258,
3909,Comilla,1975,10,32.8,29,24.9,182,
3910,Comilla,1975,11,31.1,28,19.3,128,
3911,Comilla,1975,12,28.3,23.8,13.2,0,
3912,Comilla,1976,1,28.3,20.75,11.8,0,
3913,Comilla,1976,2,32.2,22,15.8,10,
3914,Comilla,1976,3,35.3,25.55,20.5,49,
3915,Comilla,1976,4,35,27.75,23.5,44,
3916,Comilla,1976,5,36.1,29.8,24.3,266,
3917,Comilla,1976,6,33.3,28.8,24.7,521,1
3918,Comilla,1976,7,32.2,28.45,25.3,517,1
3919,Comilla,1976,8,33.3,29.3,25,435,1
3920,Comilla,1976,9,33.3,29.15,25.2,17,
3921,Comilla,1976,10,32.2,28.7,22.9,96,
3922,Comilla,1976,11,33.3,28.1,20.1,10,
3923,Comilla,1976,12,28.3,24.2,12.1,0,
3924,Comilla,1977,1,27.8,19.95,11.4,0,
3925,Comilla,1977,2,30.6,21,14.3,78,
3926,Comilla,1977,3,33.9,24.1,21,7,
3927,Comilla,1977,4,32.2,26.6,21.8,359,
3928,Comilla,1977,5,35.6,28.7,23.6,392,1
3929,Comilla,1977,6,33.1,28.35,24.9,417,1
3930,Comilla,1977,7,33.3,29.1,25.8,435,1
3931,Comilla,1977,8,33.3,29.55,25.7,116,
3932,Comilla,1977,9,34.4,30.05,25.1,149,
3933,Comilla,1977,10,32.5,28.8,22.3,132,
3934,Comilla,1977,11,30.6,26.45,19.6,35,
3935,Comilla,1977,12,29.4,24.5,13.5,5,
3936,Comilla,1978,1,26.3,19.9,12.2,1,
3937,Comilla,1978,2,29.5,20.85,15,11,
3938,Comilla,1978,3,32.3,23.65,19.6,41,
3939,Comilla,1978,4,33.2,26.4,22.9,135,
3940,Comilla,1978,5,33.2,28.05,24.4,277,
3941,Comilla,1978,6,32.2,28.3,25.3,414,1
3942,Comilla,1978,7,31.3,28.3,25.3,447,1
3943,Comilla,1978,8,31.8,28.55,25.3,349,
3944,Comilla,1978,9,32.4,28.85,25.2,252,
3945,Comilla,1978,10,32,28.6,23.5,161,
3946,Comilla,1978,11,30.5,27,18.6,33,
3947,Comilla,1978,12,27.8,23.2,13.5,2,
3948,Comilla,1979,1,28.8,21.15,12.6,7,
3949,Comilla,1979,2,32.2,22.4,13.9,8,
3950,Comilla,1979,3,35,24.45,19.2,35,
3951,Comilla,1979,4,36.1,27.65,23.3,20,
3952,Comilla,1979,5,36.8,30.05,25.7,26,
3953,Comilla,1979,6,35.2,30.45,25.8,173,
3954,Comilla,1979,7,33.9,29.85,25.9,167,
3955,Comilla,1979,8,35,30.45,25.8,486,1
3956,Comilla,1979,9,34.4,30.1,25.5,344,
3957,Comilla,1979,10,32.8,29.15,22.9,157,
3958,Comilla,1979,11,32.2,27.55,19.7,29,
3959,Comilla,1979,12,30,24.85,15.1,9,
3960,Comilla,1980,1,27.2,21.15,12.5,0,
3961,Comilla,1980,2,30.6,21.55,15.5,41,
3962,Comilla,1980,3,33.9,24.7,20.9,50,
3963,Comilla,1980,4,36.1,28.5,24.2,82,
3964,Comilla,1980,5,35,29.6,22.8,429,1
3965,Comilla,1980,6,33.9,28.35,25.6,195,
3966,Comilla,1980,7,33.9,29.75,25.3,472,1
3967,Comilla,1980,8,34.4,29.85,25.4,428,1
3968,Comilla,1980,9,33.3,29.35,25.4,219,
3969,Comilla,1980,10,33.1,29.25,23,175,
3970,Comilla,1980,11,32.8,27.9,17,0,
3971,Comilla,1980,12,28.6,22.8,13.6,2,
3972,Comilla,1981,1,27.7,20.65,12.5,16,
3973,Comilla,1981,2,31.7,22.1,15.4,13,
3974,Comilla,1981,3,31.7,23.55,18.6,101,
3975,Comilla,1981,4,32.8,25.7,21.7,470,1
3976,Comilla,1981,5,32.8,27.25,23.3,383,1
3977,Comilla,1981,6,33.9,28.6,25.1,315,
3978,Comilla,1981,7,32.8,28.95,25,511,1
3979,Comilla,1981,8,36,30.5,25.7,250,
3980,Comilla,1981,9,35,30.35,25.5,112,
3981,Comilla,1981,10,33.5,29.5,22.7,0,
3982,Comilla,1981,11,31.6,27.15,17.2,0,
3983,Comilla,1981,12,29.1,23.15,13.1,27,
3984,Comilla,1982,1,31,22.05,11.4,0,
3985,Comilla,1982,2,29.5,20.45,15.3,12,
3986,Comilla,1982,3,34.5,24.9,17.6,7,
3987,Comilla,1982,4,34.4,26,21.7,232,
3988,Comilla,1982,5,37,29.35,24.4,358,
3989,Comilla,1982,6,35,29.7,25.3,593,1
3990,Comilla,1982,7,34.5,29.9,25.6,219,
3991,Comilla,1982,8,33.5,29.55,25.3,519,1
3992,Comilla,1982,9,35,30.15,25.2,194,
3993,Comilla,1982,10,34,29.6,22.9,19,
3994,Comilla,1982,11,33,27.95,17.6,32,
3995,Comilla,1982,12,27.5,22.55,12.1,0,
3996,Comilla,1983,1,26.5,19.3,11.9,14,
3997,Comilla,1983,2,31,21.45,15.2,25,
3998,Comilla,1983,3,32.3,23.75,20.8,98,
3999,Comilla,1983,4,34,27.4,22.6,93,
4000,Comilla,1983,5,35.5,29.05,23.9,290,
4001,Comilla,1983,6,36,29.95,25.8,195,
4002,Comilla,1983,7,35,30.4,26,396,1
4003,Comilla,1983,8,34.2,30.1,25.2,518,1
4004,Comilla,1983,9,34.8,30,25.7,403,1
4005,Comilla,1983,10,34.7,30.2,23.8,221,
4006,Comilla,1983,11,32.5,28.15,19.6,17,
4007,Comilla,1983,12,28.5,24.05,12.9,16,
4008,Comilla,1984,1,28,20.45,11.7,12,
4009,Comilla,1984,2,31.5,21.6,13.8,5,
4010,Comilla,1984,3,35,24.4,19.5,0,
4011,Comilla,1984,4,38,28.75,23,98,
4012,Comilla,1984,5,34.2,28.6,24.7,635,1
4013,Comilla,1984,6,36.2,30.45,25.2,428,1
4014,Comilla,1984,7,34.5,29.85,25.4,391,
4015,Comilla,1984,8,36,30.7,25.1,449,1
4016,Comilla,1984,9,33.5,29.3,24.5,233,
4017,Comilla,1984,10,33.5,29,23.7,186,
4018,Comilla,1984,11,32,27.85,17.3,0,
4019,Comilla,1984,12,31.5,24.4,12.6,2,
4020,Comilla,1985,1,30.2,21.4,12.9,3,
4021,Comilla,1985,2,32,22.45,14.8,6,
4022,Comilla,1985,3,35,24.9,21.6,75,
4023,Comilla,1985,4,34.7,28.15,23.9,151,
4024,Comilla,1985,5,35.4,29.65,24,301,
